Macierz rankingowa

odbior=0; 0(0.849301); 
odbior=1; 0(0.613058); 
odbior=2; 0(0.816020); 
odbior=3; 0(0.581378); 
odbior=4; 0(0.510882); 
odbior=5; 0(0.788000); 
odbior=6; 0(0.440654); 
odbior=7; 0(0.522594); 
odbior=8; 0(0.264008); 
odbior=9; 0(0.879873); 
odbior=10; 0(0.704182); 
odbior=11; 0(0.377465); 
odbior=12; 0(0.899858); 
odbior=13; 0(0.335809); 
odbior=14; 0(0.916899); 
odbior=15; 0(0.619587); 
odbior=16; 0(0.690101); 
odbior=17; 0(0.659321); 
odbior=18; 0(0.692878); 
odbior=19; 0(0.689406); 
odbior=20; 0(1.048282); 
odbior=21; 0(1.035220); 
odbior=22; 0(0.959041); 
odbior=23; 0(0.695874); 
odbior=24; 0(1.138813); 
odbior=25; 0(1.051635); 
odbior=26; 0(1.296056); 
odbior=27; 0(1.306850); 
odbior=28; 0(1.088360); 
odbior=29; 0(1.169650); 
odbior=30; 0(0.838713); 
odbior=31; 0(1.305079); 
odbior=32; 0(1.010228); 
odbior=33; 0(1.171310); 
odbior=34; 0(1.269419); 
odbior=35; 0(0.789582); 
odbior=36; 0(0.594831); 
odbior=37; 0(0.480816); 
odbior=38; 0(0.283196); 
odbior=39; 0(0.957413); 
odbior=0; 0(0.000000); 9(0.264008); 39(0.283196); 14(0.335809); 12(0.377465); 7(0.440654); 38(0.480816); 5(0.510882); 8(0.522594); 4(0.581378); 37(0.594831); 2(0.613058); 16(0.619587); 18(0.659321); 20(0.689406); 17(0.690101); 19(0.692878); 24(0.695874); 11(0.704182); 6(0.788000); 36(0.789582); 3(0.816020); 31(0.838713); 1(0.849301); 10(0.879873); 13(0.899858); 15(0.916899); 40(0.957413); 23(0.959041); 33(1.010228); 22(1.035220); 21(1.048282); 26(1.051635); 29(1.088360); 25(1.138813); 30(1.169650); 34(1.171310); 35(1.269419); 27(1.296056); 32(1.305079); 28(1.306850); 
odbior=11; 11(0.000000); 37(0.193080); 19(0.277503); 21(0.361884); 13(0.438634); 10(0.461407); 12(0.490567); 30(0.504714); 9(0.634832); 8(0.636453); 35(0.656415); 18(0.677135); 0(0.704182); 31(0.719789); 22(0.744688); 32(0.788923); 28(0.808802); 14(0.848830); 38(0.866672); 40(0.896161); 24(0.906519); 39(0.914807); 20(1.005529); 17(1.121635); 7(1.136169); 5(1.138170); 2(1.189245); 16(1.234601); 4(1.279031); 36(1.293114); 6(1.489510); 1(1.490761); 3(1.504819); 23(1.540353); 15(1.573948); 33(1.590778); 26(1.752461); 29(1.784309); 25(1.800622); 34(1.841825); 27(1.915766); 
odbior=12; 12(0.000000); 37(0.312743); 18(0.321646); 14(0.369670); 0(0.377465); 24(0.468188); 11(0.490567); 9(0.515694); 13(0.538858); 40(0.622010); 19(0.630175); 17(0.634804); 39(0.659242); 22(0.659515); 8(0.705135); 7(0.722717); 16(0.758651); 38(0.789957); 10(0.850120); 21(0.850129); 30(0.860233); 5(0.888347); 4(0.927741); 28(0.935778); 31(0.957079); 2(0.987320); 20(0.989367); 23(1.052144); 6(1.076126); 15(1.106960); 35(1.141319); 36(1.153610); 3(1.168637); 1(1.223719); 32(1.244771); 26(1.330912); 34(1.378979); 33(1.387325); 29(1.426963); 27(1.431363); 25(1.504941); 
odbior=13; 13(0.000000); 22(0.322416); 37(0.356090); 30(0.395535); 28(0.414343); 11(0.438634); 18(0.475613); 12(0.538858); 40(0.554732); 21(0.618773); 19(0.715989); 24(0.724961); 14(0.876037); 10(0.890025); 0(0.899858); 9(0.949318); 35(0.958541); 17(1.019631); 8(1.032031); 32(1.148947); 31(1.156671); 39(1.169181); 38(1.217065); 16(1.248103); 7(1.258348); 20(1.386483); 5(1.402378); 4(1.465824); 2(1.484862); 23(1.490535); 15(1.600405); 6(1.608229); 36(1.625733); 3(1.706200); 1(1.747945); 26(1.857723); 34(1.872961); 27(1.878050); 33(1.891590); 29(1.965804); 25(2.037885); 
odbior=14; 14(0.000000); 0(0.335809); 17(0.355460); 12(0.369670); 16(0.389071); 24(0.408333); 7(0.408862); 18(0.479817); 39(0.550789); 9(0.596446); 4(0.660775); 37(0.680823); 23(0.694953); 5(0.730813); 40(0.735413); 15(0.737824); 6(0.740216); 38(0.809197); 11(0.848830); 8(0.850496); 2(0.859414); 13(0.876037); 3(0.896803); 22(0.901590); 19(0.932824); 26(0.983162); 34(1.010315); 1(1.010489); 20(1.016386); 36(1.058731); 27(1.066951); 29(1.125280); 10(1.142699); 31(1.157660); 21(1.210706); 33(1.217085); 30(1.224425); 28(1.239051); 25(1.250715); 35(1.483617); 32(1.559343); 
odbior=15; 15(0.000000); 34(0.273057); 23(0.279342); 6(0.336595); 16(0.352568); 26(0.377974); 27(0.402413); 7(0.498959); 4(0.597234); 17(0.648999); 3(0.660109); 29(0.691722); 14(0.737824); 5(0.879423); 1(0.895232); 39(0.897254); 0(0.916899); 25(0.943050); 24(0.957539); 2(1.001135); 12(1.106960); 9(1.140808); 33(1.141795); 18(1.153450); 36(1.190395); 38(1.207132); 40(1.313134); 20(1.364563); 8(1.386639); 37(1.415717); 22(1.561312); 11(1.573948); 13(1.600405); 19(1.608244); 31(1.707794); 10(1.795933); 28(1.929995); 21(1.934053); 30(1.960837); 35(2.181618); 32(2.221250); 
odbior=16; 16(0.000000); 7(0.308934); 23(0.341104); 17(0.351135); 15(0.352568); 14(0.389071); 6(0.458345); 4(0.546260); 0(0.619587); 34(0.625549); 24(0.630327); 26(0.651497); 27(0.686160); 39(0.688192); 3(0.724707); 12(0.758651); 5(0.760216); 18(0.806870); 9(0.870395); 29(0.876831); 2(0.897508); 1(0.914637); 40(0.991492); 38(1.000432); 37(1.069766); 25(1.070574); 36(1.104724); 8(1.128255); 33(1.156436); 20(1.186875); 22(1.221416); 11(1.234601); 13(1.248103); 19(1.293578); 31(1.449977); 10(1.492836); 28(1.584172); 21(1.596246); 30(1.608985); 35(1.858279); 32(1.916267); 
odbior=17; 17(0.000000); 24(0.316632); 16(0.351135); 14(0.355460); 23(0.476823); 18(0.545996); 7(0.592986); 12(0.634804); 15(0.648999); 40(0.664831); 0(0.690101); 6(0.809424); 4(0.858650); 27(0.862295); 39(0.874002); 34(0.904610); 22(0.926214); 37(0.934263); 9(0.951851); 26(0.991952); 5(1.014318); 13(1.019631); 3(1.061780); 11(1.121635); 2(1.150951); 38(1.155135); 8(1.205600); 29(1.227746); 1(1.230837); 19(1.253437); 28(1.304098); 36(1.357940); 20(1.359647); 30(1.406590); 25(1.413608); 33(1.462546); 10(1.469961); 21(1.475518); 31(1.509946); 35(1.775626); 32(1.875864); 
odbior=18; 18(0.000000); 24(0.252539); 40(0.302443); 12(0.321646); 22(0.422810); 13(0.475613); 14(0.479817); 37(0.486835); 17(0.545996); 0(0.659321); 11(0.677135); 28(0.777318); 16(0.806870); 9(0.834652); 30(0.867696); 7(0.888585); 19(0.890501); 39(0.939332); 21(0.995863); 23(1.020572); 8(1.024890); 38(1.105882); 10(1.107682); 4(1.134591); 15(1.153450); 5(1.156176); 6(1.213708); 31(1.261719); 2(1.268984); 20(1.308116); 35(1.322501); 3(1.373492); 27(1.407454); 34(1.422724); 26(1.445600); 36(1.448873); 32(1.465971); 1(1.468741); 29(1.604962); 33(1.656068); 25(1.724854); 
odbior=19; 19(0.000000); 10(0.220291); 11(0.277503); 37(0.419237); 8(0.422412); 21(0.422601); 31(0.443441); 9(0.523851); 35(0.578066); 32(0.626521); 12(0.630175); 38(0.688488); 0(0.692878); 13(0.715989); 30(0.724099); 20(0.787523); 39(0.825324); 18(0.890501); 14(0.932824); 22(1.017330); 5(1.023035); 2(1.044337); 28(1.078681); 24(1.091348); 36(1.111424); 7(1.130642); 40(1.142271); 4(1.217381); 17(1.253437); 16(1.293578); 1(1.365407); 3(1.421824); 33(1.427546); 6(1.466479); 15(1.608244); 23(1.622403); 25(1.681661); 29(1.706702); 26(1.728926); 34(1.864176); 27(1.978808); 
odbior=20; 20(0.000000); 38(0.208614); 36(0.364198); 8(0.370470); 2(0.415095); 9(0.473730); 5(0.497875); 39(0.499800); 31(0.512062); 0(0.689406); 33(0.692012); 1(0.722451); 4(0.787299); 19(0.787523); 10(0.812158); 3(0.883239); 7(0.892896); 12(0.989367); 11(1.005529); 14(1.016386); 25(1.020878); 37(1.030425); 6(1.087058); 29(1.143147); 32(1.148028); 16(1.186875); 21(1.202158); 35(1.243614); 26(1.305508); 18(1.308116); 17(1.359647); 15(1.364563); 24(1.382739); 13(1.386483); 30(1.500869); 23(1.512878); 34(1.549963); 40(1.610292); 22(1.616619); 27(1.766334); 28(1.793606); 
odbior=21; 21(0.000000); 35(0.340000); 11(0.361884); 30(0.400000); 19(0.422601); 10(0.432980); 32(0.540296); 37(0.541479); 13(0.618773); 31(0.780974); 8(0.843175); 28(0.843801); 12(0.850129); 9(0.929449); 22(0.937307); 18(0.995863); 0(1.048282); 38(1.111079); 40(1.161496); 20(1.202158); 14(1.210706); 39(1.227019); 24(1.239677); 5(1.436097); 2(1.464748); 17(1.475518); 7(1.486607); 36(1.533425); 16(1.596246); 4(1.608975); 1(1.782766); 3(1.824741); 6(1.836257); 33(1.850137); 23(1.901553); 15(1.934053); 25(2.098140); 26(2.099912); 29(2.108186); 34(2.200702); 27(2.277627); 
odbior=22; 22(0.000000); 40(0.306777); 13(0.322416); 28(0.383020); 18(0.422810); 24(0.609590); 37(0.616078); 30(0.650969); 12(0.659515); 11(0.744688); 14(0.901590); 17(0.926214); 21(0.937307); 19(1.017330); 0(1.035220); 9(1.152779); 10(1.204007); 16(1.221416); 35(1.275755); 8(1.284324); 7(1.309681); 39(1.318074); 23(1.400463); 38(1.429322); 31(1.449000); 32(1.470782); 5(1.545070); 4(1.550190); 15(1.561312); 20(1.616619); 6(1.636372); 2(1.646767); 27(1.780449); 3(1.790580); 36(1.811064); 34(1.826034); 26(1.865840); 1(1.872214); 29(2.026800); 33(2.045283); 25(2.138934); 
odbior=23; 23(0.000000); 15(0.279342); 16(0.341104); 27(0.387525); 34(0.463534); 17(0.476823); 6(0.591486); 7(0.620310); 26(0.654730); 14(0.694953); 24(0.792040); 4(0.801299); 3(0.912465); 0(0.959041); 29(0.969981); 39(1.018960); 18(1.020572); 12(1.052144); 5(1.058093); 40(1.126304); 1(1.137583); 2(1.190556); 9(1.211487); 25(1.215612); 38(1.333447); 37(1.364235); 33(1.385872); 36(1.391747); 22(1.400463); 8(1.469302); 13(1.490535); 20(1.512878); 11(1.540353); 19(1.622403); 28(1.780040); 31(1.791080); 10(1.826319); 30(1.871461); 21(1.901553); 35(2.178517); 32(2.247747); 
odbior=24; 24(0.000000); 18(0.252539); 17(0.316632); 40(0.361353); 14(0.408333); 12(0.468188); 22(0.609590); 16(0.630327); 0(0.695874); 37(0.713448); 13(0.724961); 7(0.789177); 23(0.792040); 11(0.906519); 9(0.924175); 39(0.948873); 15(0.957539); 28(0.988008); 4(1.054013); 6(1.073149); 19(1.091348); 30(1.118928); 5(1.138648); 8(1.150276); 38(1.174407); 27(1.175006); 34(1.218583); 21(1.239677); 2(1.265575); 3(1.281356); 26(1.281799); 10(1.311543); 20(1.382739); 1(1.413608); 31(1.421267); 36(1.461813); 29(1.483369); 35(1.560067); 33(1.624768); 25(1.637720); 32(1.690259); 
odbior=25; 25(0.000000); 29(0.277849); 1(0.316632); 3(0.356382); 33(0.380000); 4(0.590444); 26(0.620000); 6(0.631962); 2(0.644012); 5(0.663669); 36(0.666609); 7(0.848830); 39(0.887139); 34(0.936547); 15(0.943050); 38(1.012126); 20(1.020878); 16(1.070574); 0(1.138813); 9(1.171613); 23(1.215612); 27(1.232006); 14(1.250715); 8(1.288006); 17(1.413608); 12(1.504941); 31(1.525742); 24(1.637720); 19(1.681661); 18(1.724854); 37(1.726156); 10(1.780040); 11(1.800622); 40(1.984169); 13(2.037885); 21(2.098140); 22(2.138934); 32(2.156516); 35(2.220004); 30(2.293619); 28(2.440711); 
odbior=26; 26(0.000000); 6(0.263697); 34(0.317616); 29(0.345485); 15(0.377974); 3(0.446013); 4(0.535373); 27(0.612013); 7(0.617051); 25(0.620000); 16(0.651497); 23(0.654730); 1(0.678127); 5(0.811601); 2(0.896723); 33(0.900844); 39(0.925449); 14(0.983162); 17(0.991952); 36(1.044820); 0(1.051635); 38(1.195257); 9(1.216271); 24(1.281799); 20(1.305508); 12(1.330912); 8(1.427725); 18(1.445600); 37(1.620178); 40(1.642988); 19(1.728926); 31(1.732042); 11(1.752461); 13(1.857723); 22(1.865840); 10(1.888868); 21(2.099912); 30(2.189056); 28(2.218764); 35(2.306030); 32(2.307085); 
odbior=27; 27(0.000000); 34(0.297321); 23(0.387525); 15(0.402413); 26(0.612013); 16(0.686160); 6(0.707129); 17(0.862295); 7(0.896830); 29(0.956410); 4(0.991548); 3(1.012885); 14(1.066951); 24(1.175006); 25(1.232006); 1(1.253533); 5(1.278014); 0(1.296056); 39(1.298384); 2(1.395564); 18(1.407454); 12(1.431363); 33(1.492134); 40(1.497929); 9(1.532247); 36(1.577857); 38(1.609273); 37(1.744096); 20(1.766334); 22(1.780449); 8(1.782484); 13(1.878050); 11(1.915766); 19(1.978808); 31(2.104623); 28(2.161792); 10(2.174900); 30(2.258495); 21(2.277627); 35(2.544380); 32(2.599461); 
odbior=28; 28(0.000000); 22(0.383020); 13(0.414343); 30(0.457121); 40(0.683953); 37(0.766551); 18(0.777318); 11(0.808802); 21(0.843801); 12(0.935778); 24(0.988008); 19(1.078681); 35(1.149783); 10(1.215612); 14(1.239051); 17(1.304098); 0(1.306850); 9(1.363245); 32(1.376052); 8(1.432838); 31(1.520947); 39(1.580423); 16(1.584172); 38(1.629213); 7(1.638658); 23(1.780040); 20(1.793606); 5(1.813322); 4(1.861182); 2(1.898433); 15(1.929995); 6(1.979252); 36(2.039929); 3(2.102589); 1(2.156148); 27(2.161792); 34(2.197864); 26(2.218764); 33(2.304840); 29(2.353884); 25(2.440711); 
odbior=29; 29(0.000000); 25(0.277849); 3(0.285012); 26(0.345485); 6(0.418645); 1(0.432019); 4(0.507007); 33(0.605733); 34(0.660000); 15(0.691722); 5(0.696626); 7(0.717473); 2(0.731694); 36(0.824039); 16(0.876831); 39(0.882274); 27(0.956410); 23(0.969981); 38(1.084066); 0(1.088360); 14(1.125280); 20(1.143147); 9(1.183143); 17(1.227746); 8(1.347733); 12(1.426963); 24(1.483369); 18(1.604962); 31(1.621624); 37(1.682707); 19(1.706702); 11(1.784309); 10(1.834745); 40(1.840543); 13(1.965804); 22(2.026800); 21(2.108186); 32(2.234511); 30(2.257907); 35(2.269340); 28(2.353884); 
odbior=30; 30(0.000000); 13(0.395535); 21(0.400000); 28(0.457121); 11(0.504714); 37(0.575402); 22(0.650969); 35(0.692739); 19(0.724099); 10(0.810225); 12(0.860233); 18(0.867696); 32(0.921052); 40(0.932103); 24(1.118928); 8(1.130423); 9(1.136987); 31(1.144028); 0(1.169650); 14(1.224425); 38(1.370617); 17(1.406590); 39(1.406627); 20(1.500869); 7(1.575436); 16(1.608985); 5(1.634735); 2(1.691981); 4(1.750995); 36(1.797536); 23(1.871461); 6(1.931250); 15(1.960837); 3(1.984488); 1(1.987614); 33(2.094878); 26(2.189056); 34(2.233809); 29(2.257907); 27(2.258495); 25(2.293619); 
odbior=31; 31(0.000000); 8(0.322639); 10(0.349834); 19(0.443441); 20(0.512062); 38(0.540992); 9(0.579741); 32(0.636000); 11(0.719789); 35(0.747615); 21(0.780974); 39(0.818022); 37(0.835541); 0(0.838713); 36(0.876228); 2(0.893577); 5(0.932802); 12(0.957079); 30(1.144028); 13(1.156671); 14(1.157660); 4(1.196689); 33(1.204007); 7(1.208933); 1(1.218346); 18(1.261719); 3(1.346028); 24(1.421267); 22(1.449000); 16(1.449977); 6(1.486731); 17(1.509946); 28(1.520947); 25(1.525742); 40(1.540083); 29(1.621624); 15(1.707794); 26(1.732042); 23(1.791080); 34(1.932828); 27(2.104623); 
odbior=32; 32(0.000000); 35(0.240333); 10(0.425319); 21(0.540296); 19(0.626521); 31(0.636000); 11(0.788923); 8(0.887937); 30(0.921052); 37(0.979878); 9(1.093605); 20(1.148028); 13(1.148947); 38(1.152424); 12(1.244771); 0(1.305079); 28(1.376052); 39(1.382256); 18(1.465971); 22(1.470782); 36(1.512132); 2(1.517229); 5(1.538178); 14(1.559343); 40(1.672335); 24(1.690259); 7(1.732236); 4(1.777481); 33(1.840004); 1(1.845288); 17(1.875864); 16(1.916267); 3(1.952926); 6(2.049956); 25(2.156516); 15(2.221250); 29(2.234511); 23(2.247747); 26(2.307085); 34(2.469656); 27(2.599461); 
odbior=33; 33(0.000000); 1(0.248290); 36(0.328390); 25(0.380000); 2(0.407156); 3(0.482808); 5(0.500759); 29(0.605733); 4(0.610442); 20(0.692012); 39(0.728313); 38(0.739059); 6(0.805203); 7(0.869878); 26(0.900844); 9(0.959177); 0(1.010228); 8(1.010980); 15(1.141795); 16(1.156436); 31(1.204007); 34(1.211525); 14(1.217085); 23(1.385872); 12(1.387325); 19(1.427546); 17(1.462546); 10(1.491721); 27(1.492134); 37(1.552685); 11(1.590778); 24(1.624768); 18(1.656068); 32(1.840004); 21(1.850137); 13(1.891590); 35(1.929050); 40(1.941814); 22(2.045283); 30(2.094878); 28(2.304840); 
odbior=34; 34(0.000000); 15(0.273057); 27(0.297321); 26(0.317616); 23(0.463534); 6(0.463534); 16(0.625549); 29(0.660000); 7(0.737433); 3(0.740616); 4(0.762742); 17(0.904610); 25(0.936547); 1(0.979878); 14(1.010315); 5(1.052772); 39(1.114921); 2(1.157832); 0(1.171310); 33(1.211525); 24(1.218583); 36(1.326198); 12(1.378979); 9(1.379880); 38(1.412884); 18(1.422724); 20(1.549963); 40(1.568745); 8(1.615866); 37(1.686625); 22(1.826034); 11(1.841825); 19(1.864176); 13(1.872961); 31(1.932828); 10(2.045006); 28(2.197864); 21(2.200702); 30(2.233809); 35(2.440308); 32(2.469656); 
odbior=35; 35(0.000000); 32(0.240333); 21(0.340000); 10(0.440073); 19(0.578066); 11(0.656415); 30(0.692739); 31(0.747615); 37(0.848528); 8(0.932034); 13(0.958541); 9(1.094022); 12(1.141319); 28(1.149783); 38(1.208060); 20(1.243614); 0(1.269419); 22(1.275755); 18(1.322501); 39(1.394082); 14(1.483617); 40(1.500443); 24(1.560067); 2(1.576000); 5(1.576053); 36(1.601564); 7(1.708379); 17(1.775626); 4(1.789413); 16(1.858279); 1(1.904151); 33(1.929050); 3(1.984581); 6(2.044016); 23(2.178517); 15(2.181618); 25(2.220004); 29(2.269340); 26(2.306030); 34(2.440308); 27(2.544380); 
